ArdA,752,antirestrictionprotein_:,415,84.1
ArdA,752,arda_pkpx-2,193,75.0
ArdA,752,arda_pvgh151,193,73.8
ArdA,752,antirestrictionproteinarda_pbk30683,193,75.6
ArdA,752,antirestrictionproteinarda_puskpc3,193,75.6
ArdA,752,antirestrictionprotein_p34978-139.941kb,180,93.9
ArdA,752,antirestrictionprotein_pcav1193-78,180,98.3
ArdA,752,antirestrictionprotein_puhkpc45-117,180,98.9
ArdA,752,antirestrictionprotein_pkoxm1b,180,98.3
ArdA,752,anti-restrictionprotein_pnjst258c1,177,74.4
ArdA,752,antirestrictionprotein_pkv1,176,81.1
ArdA,752,antirestrictionprotein_pkp5-1,176,81.7
ArdA,752,antirestrictionprotein_pfb2.2,176,81.1
ArdA,752,antirestrictionprotein_pc15-k,176,75.6
ArdA,752,antirestrictionprotein_f5111,176,95.2
ArdA,752,antirestrictionprotein_pcav1374-150,176,81.1
ArdA,752,putativeantirestrictionprotein_pkox_ndm1,176,80.6
ArdA,752,antirestrictionprotein_unnamed,176,78.3
ArdA,752,antirestrictionfamilyprotein_pmt,168,95.2
ArdA,752,antirestrictionprotein_pcav1741-101,168,98.8
ArdA,752,antirestrictionprotein_pndm1_ec14653,168,100.0
ArdA,752,arda_pkdo1,168,73.8
ArdA,752,antirestrictionproteinarda_pkpqil-ec,168,73.8
ArdA,752,antirestrictionproteinarda_p14-120,168,98.8
ArdA,752,putativeantirestrictionprotein_pmt-ppcp,168,95.2
ArdA,752,antirestrictionproteinarda_pndm-ec1gn574,168,100.0
ArdA,752,antirestrictionprotein_pmncre44_5,168,75.6
ArdA,752,antirestrictionproteinhomolog_pmt1,168,95.2
ArdA,752,adra_pit-01c22,168,73.8
ArdA,752,antirestrictionprotein_pkpqil-6e6,168,73.8
ArdA,752,antirestrictionfamilyprotein_pmt1,168,95.2
ArdA,752,antirestrictionprotein_pmt,168,95.2
ArdA,752,antirestrictionprotein_pkp28,168,73.8
ArdA,752,antirestrictionproteinarda_prjf866,168,100.0
ArdA,752,antirestrictionprotein_pkpqil-531,168,73.8
ArdA,752,arda_p628-kpc,168,74.4
ArdA,752,antirestrictionprotein_psgsc3045-121,168,94.6
ArdA,752,antirestrictionprotein_pkp41,168,73.8
ArdA,752,arda_pga45,168,93.5
ArdA,752,antirestrictionprotein_pkpcapss,168,73.8
ArdA,752,antirestrictionprotein_pkf3-94,168,73.8
ArdA,752,antirestrictionprotein_puhkpc33-113.638kb,168,73.8
ArdA,752,antirestrictionprotein_pkpc-def,168,74.4
ArdA,752,adra_pgr-3913,168,73.8
ArdA,752,['orfx109']_pkrh,168,74.4
ArdA,752,arda_pkpc-lk30,168,74.4
ArdA,752,arda_pkpqil-sc29,168,73.8
ArdA,752,arda_phs08204,168,73.2
ArdA,752,antirestrictionprotein_p500_1420-130.552kb,168,73.8
ArdA,752,antirestrictionprotein_pmt1,168,95.2
ArdA,752,antirestrictionfamilyprotein_unnamed1,168,95.2
ArdA,752,adra_pit-fipp-1,168,73.8
ArdA,752,adra_pgr-1870,168,73.8
ArdA,752,arda_pct-kpc,168,74.4
ArdA,752,antirestrictionprotein_ppmk1-c,168,73.8
ArdA,752,anti-restrictionprotein_pkphs2,168,74.4
ArdA,752,antirestrictionprotein_plasmid2,168,74.4
ArdA,752,antirestrictionprotein_pk1hv,168,74.4
ArdA,752,antirestrictionfamilyprotein_1,168,95.2
ArdA,752,putativeantirestrictionprotein_pmt1,168,95.2
ArdA,752,arda_pecl3-ndm-1,168,*
ArdA,752,antirestrictionprotein_p34399-106.698kb,166,71.1
ArdA,752,antirestrictionprotein_pko_jko3_3,142,72.3
ArdA,752,putativeantirestrictionprotein_pkpqil,142,73.9
ArdA,752,antirestrictionprotein_pkpn06-ctx,142,74.6
ArdA,752,antirestrictionprotein_unnamed1,141,97.9
